Juprelle|50.7106926|5.5290689|9288
Zuienkerke|51.2618748|3.1539436|2730
Machelen (Halle-Vilvoorde)|50.91061|4.44174|15417
Ferrières|50.3999541|5.605138|4918
Mortsel|51.1741789|4.4593335|25824
Hamont-Achel|51.2547636|5.5128696|14427
Daverdisse|50.0217646|5.1184644|1407
Beersel|50.7660759|4.3079526|25069
Ronse|50.7476192|3.6020465|26337
Berlaar|51.1030374|4.6640388|11507
Wingene|51.068089|3.2847683|14243
Baarle-Hertog|51.4383589|4.9316995|2705
Heist-op-den-Berg|51.0763933|4.7224848|42478
Aarschot|50.986906|4.8350351|29965
Etterbeek|50.8368511|4.3895104|47786
Avelgem|50.7754563|3.4470148|10065
Temse|51.1421436|4.2133505|29528
Fauvillers|49.8509306|5.665031|2253
Leopoldsburg|51.1193017|5.2627046|15625
Havelange|50.3870946|5.23958|5130
Laarne|51.0406809|3.8599035|12487
Zulte|50.9206638|3.4485632|15720
Neufchâteau (Neufchâteau)|49.8411765|5.4339147|7679
Aartselaar|51.133297|4.3870241|14304
Hoeselt|50.8500788|5.4865309|9685
Opzullik|50.6489028|3.9243973|8407
Beringen|51.0489641|5.2266869|46065
Antoing|50.565911|3.4513116|7760
Ninove|50.8353611|4.0242373|38692
Tintigny|49.6820986|5.5185152|4276
Lochristi|51.0979283|3.8355614|22300
Houthulst|50.9740779|2.9438111|10032
Gavere|50.9292335|3.6614192|12769
Durbuy|50.3524116|5.456248|11374
Meerhout|51.1317433|5.0772388|10326
Zutendaal|50.9318992|5.5725548|7234
Meise|50.9341625|4.3287322|19164
Meix-devant-Virton|49.6055933|5.4816156|2831
Bever|50.7164481|3.943147|2204
Marchin|50.4802051|5.2263372|5460
Oupeye|50.7091889|5.6450671|25297
Bütgenbach|50.4267259|6.2053573|5605
Herenthout|51.1392427|4.7543972|8951
Wezembeek-Oppem|50.8440554|4.4871796|14021
Estinnes|50.3976702|4.0975758|7715
Linter|50.8291537|5.0409717|7255
Watermaal-Bosvoorde|50.799394|4.4158177|25012
De Pinte|50.9924205|3.6495958|10532
Zonhoven|50.9909835|5.3677683|21214
Fleurus|50.4823502|4.5504994|22738
Merbes-le-Château|50.3234035|4.1644816|4251
Pont-à-Celles|50.5122563|4.3617367|17287
Mesen|50.7596526|2.9001214|1040
Manhay|50.2929635|5.6756341|3463
Gooik|50.795282|4.1174097|9236
Soumagne|50.6147718|5.739941|16888
Les Bons Villers|50.5226424|4.4763492|9457
Nieuwerkerken (Hasselt)|50.8638|5.19467|6960
Somme-Leuze|50.336585|5.3669021|5587
Turnhout|51.3233812|4.948461|44136
Holsbeek|50.9215896|4.7570606|9905
Niel|51.1098649|4.3303396|10424
Trooz|50.5728102|5.6883726|8172
Lasne|50.6860037|4.4844157|14236
Scherpenheuvel-Zichem|50.9793051|4.9736207|22952
Kapelle-op-den-Bos|51.0131904|4.3599725|9396
Destelbergen|51.0556204|3.7978887|18026
Oostende|51.2303177|2.9203275|71332
Gouvy|50.1907895|5.9549305|5206
Tervuren|50.8227718|4.5144027|22248
Boechout|51.1613132|4.4935168|13120
Sint-Joost-ten-Node|50.8530739|4.3723364|27032
Morlanwelz|50.4509843|4.2523562|19019
Poperinge|50.8525797|2.7124996|19718
Lo-Reninge|50.9638066|2.7643391|3289
Kaprijke|51.2185075|3.6190769|6429
Zandhoven|51.2147918|4.6595103|12985
Saint-Ghislain|50.4477484|3.8195241|23335
Sambreville|50.4409806|4.6196692|28211
Lede|50.9660758|3.9775435|18628
Fléron|50.6168354|5.6832219|16495
