"GRD_FIXID","GRD_FLOAID","GRD_NEWID","SHAPE_Leng","SHAPE_Area","TOT_P","TOT_F","TOT_M"
"4.0.39340000.30960000","3934.3096.4","1kmN3096E3934",4000,1000000,2279,1174,1105
"4.0.39340000.30970000","3934.3097.4","1kmN3097E3934",4000,1000000,1473,768,705
"4.0.39340000.30980000","3934.3098.4","1kmN3098E3934",4000,1000000,1212,646,566
"4.0.39340000.30990000","3934.3099.4","1kmN3099E3934",4000,1000000,1359,699,660
"4.0.39340000.31000000","3934.3100.4","1kmN3100E3934",4000,1000000,572,293,279
"4.0.39340000.31010000","3934.3101.4","1kmN3101E3934",4000,1000000,0,0,0
"4.0.39340000.31020000","3934.3102.4","1kmN3102E3934",4000,1000000,0,0,0
"4.0.39340000.31030000","3934.3103.4","1kmN3103E3934",4000,1000000,8,4,4
"4.0.39340000.31040000","3934.3104.4","1kmN3104E3934",4000,1000000,799,399,400
"4.0.39340000.31050000","3934.3105.4","1kmN3105E3934",4000,1000000,1298,657,641
"4.0.39340000.31060000","3934.3106.4","1kmN3106E3934",4000,1000000,336,177,159
"4.0.39340000.31070000","3934.3107.4","1kmN3107E3934",4000,1000000,47,24,23
"4.0.39340000.31080000","3934.3108.4","1kmN3108E3934",4000,1000000,704,351,353
"4.0.39340000.31090000","3934.3109.4","1kmN3109E3934",4000,1000000,845,417,428
"4.0.39340000.31100000","3934.3110.4","1kmN3110E3934",4000,1000000,500,258,242
"4.0.39340000.31110000","3934.3111.4","1kmN3111E3934",4000,1000000,193,90,103
"4.0.39340000.31120000","3934.3112.4","1kmN3112E3934",4000,1000000,1636,855,781
"4.0.39340000.31130000","3934.3113.4","1kmN3113E3934",4000,1000000,3669,1942,1727
"4.0.39340000.31140000","3934.3114.4","1kmN3114E3934",4000,1000000,3121,1555,1566
"4.0.39340000.31150000","3934.3115.4","1kmN3115E3934",4000,1000000,3754,1920,1834
"4.0.39340000.31160000","3934.3116.4","1kmN3116E3934",4000,1000000,6672,3492,3180
"4.0.39340000.31170000","3934.3117.4","1kmN3117E3934",4000,1000000,5102,2603,2499
"4.0.39340000.31180000","3934.3118.4","1kmN3118E3934",4000,1000000,2090,1104,986
"4.0.39340000.31190000","3934.3119.4","1kmN3119E3934",4000,1000000,1495,772,723
"4.0.39340000.31200000","3934.3120.4","1kmN3120E3934",4000,1000000,684,345,339
"4.0.39340000.31210000","3934.3121.4","1kmN3121E3934",4000,1000000,579,284,295
"4.0.39340000.31220000","3934.3122.4","1kmN3122E3934",4000,1000000,69,28,41
"4.0.39340000.31230000","3934.3123.4","1kmN3123E3934",4000,1000000,358,171,187
"4.0.39340000.31240000","3934.3124.4","1kmN3124E3934",4000,1000000,238,115,123
"4.0.39340000.31250000","3934.3125.4","1kmN3125E3934",4000,1000000,312,145,167
"4.0.39340000.31260000","3934.3126.4","1kmN3126E3934",4000,1000000,437,220,217
"4.0.39340000.31270000","3934.3127.4","1kmN3127E3934",4000,1000000,2780,1400,1380
"4.0.39340000.31280000","3934.3128.4","1kmN3128E3934",4000,1000000,1646,836,810
"4.0.39340000.31290000","3934.3129.4","1kmN3129E3934",4000,1000000,1965,1011,954
"4.0.39340000.31300000","3934.3130.4","1kmN3130E3934",4000,1000000,2837,1449,1388
"4.0.39340000.31310000","3934.3131.4","1kmN3131E3934",4000,1000000,3677,1948,1729
"4.0.39340000.31320000","3934.3132.4","1kmN3132E3934",4000,1000000,3292,1669,1623
"4.0.39340000.31330000","3934.3133.4","1kmN3133E3934",4000,1000000,856,422,434
"4.0.39340000.31340000","3934.3134.4","1kmN3134E3934",4000,1000000,1167,598,569
"4.0.39340000.31350000","3934.3135.4","1kmN3135E3934",4000,1000000,6728,3558,3170
"4.0.39340000.31360000","3934.3136.4","1kmN3136E3934",4000,1000000,8923,4622,4301
"4.0.39340000.31370000","3934.3137.4","1kmN3137E3934",4000,1000000,3734,2029,1705
"4.0.39340000.31380000","3934.3138.4","1kmN3138E3934",4000,1000000,11950,6211,5739
"4.0.39340000.31390000","3934.3139.4","1kmN3139E3934",4000,1000000,5562,2834,2728
"4.0.39340000.31400000","3934.3140.4","1kmN3140E3934",4000,1000000,3955,1988,1967
"4.0.39340000.31410000","3934.3141.4","1kmN3141E3934",4000,1000000,7336,3819,3517
"4.0.39340000.31420000","3934.3142.4","1kmN3142E3934",4000,1000000,770,468,302
"4.0.39340000.31430000","3934.3143.4","1kmN3143E3934",4000,1000000,1227,616,611
"4.0.39340000.31440000","3934.3144.4","1kmN3144E3934",4000,1000000,2412,1213,1199
"4.0.39340000.31450000","3934.3145.4","1kmN3145E3934",4000,1000000,1003,526,477
"4.0.39340000.31460000","3934.3146.4","1kmN3146E3934",4000,1000000,2174,1129,1045
"4.0.39340000.31470000","3934.3147.4","1kmN3147E3934",4000,1000000,1833,874,959
"4.0.39340000.31480000","3934.3148.4","1kmN3148E3934",4000,1000000,1008,547,461
"4.0.39340000.31490000","3934.3149.4","1kmN3149E3934",4000,1000000,439,216,223
"4.0.39340000.31500000","3934.3150.4","1kmN3150E3934",4000,1000000,112,56,56
"4.0.39340000.31510000","3934.3151.4","1kmN3151E3934",4000,1000000,80,36,44
"4.0.39340000.31520000","3934.3152.4","1kmN3152E3934",4000,1000000,448,214,234
"4.0.39340000.31530000","3934.3153.4","1kmN3153E3934",4000,1000000,543,262,281
"4.0.39340000.31540000","3934.3154.4","1kmN3154E3934",4000,1000000,203,106,97
"4.0.39340000.31550000","3934.3155.4","1kmN3155E3934",4000,1000000,26,12,14
"4.0.39340000.31560000","3934.3156.4","1kmN3156E3934",4000,1000000,3,2,1
"4.0.39340000.31570000","3934.3157.4","1kmN3157E3934",4000,1000000,0,0,0
"4.0.39340000.31580000","3934.3158.4","1kmN3158E3934",4000,1000000,0,0,0
"4.0.39340000.31590000","3934.3159.4","1kmN3159E3934",4000,1000000,0,0,0
"4.0.39340000.31600000","3934.3160.4","1kmN3160E3934",4000,1000000,23,12,11
"4.0.39340000.31610000","3934.3161.4","1kmN3161E3934",4000,1000000,580,296,284
"4.0.39340000.31620000","3934.3162.4","1kmN3162E3934",4000,1000000,59,25,34
"4.0.39340000.31630000","3934.3163.4","1kmN3163E3934",4000,1000000,194,83,111
"4.0.39340000.31640000","3934.3164.4","1kmN3164E3934",4000,1000000,119,65,54
"4.0.39340000.31650000","3934.3165.4","1kmN3165E3934","3660,68385714","790645,718385",10,6,4
"4.0.39340000.31660000","3934.3166.4","1kmN3166E3934","67,0438394372","154,498514767",0,0,0
"4.0.39350000.29990000","3935.2999.4","1kmN2999E3935","2753,64623631","378023,389512",0,0,0
"4.0.39350000.30000000","3935.3000.4","1kmN3000E3935",4000,1000000,0,0,0
"4.0.39350000.30010000","3935.3001.4","1kmN3001E3935",4000,1000000,0,0,0
"4.0.39350000.30020000","3935.3002.4","1kmN3002E3935",4000,1000000,0,0,0
"4.0.39350000.30030000","3935.3003.4","1kmN3003E3935",4000,1000000,0,0,0
"4.0.39350000.30040000","3935.3004.4","1kmN3004E3935",4000,1000000,3,2,1
"4.0.39350000.30050000","3935.3005.4","1kmN3005E3935",4000,1000000,0,0,0
"4.0.39350000.30060000","3935.3006.4","1kmN3006E3935",4000,1000000,0,0,0
"4.0.39350000.30070000","3935.3007.4","1kmN3007E3935",4000,1000000,0,0,0
"4.0.39350000.30080000","3935.3008.4","1kmN3008E3935",4000,1000000,45,24,21
"4.0.39350000.30090000","3935.3009.4","1kmN3009E3935",4000,1000000,755,388,367
"4.0.39350000.30100000","3935.3010.4","1kmN3010E3935",4000,1000000,56,31,25
"4.0.39350000.30110000","3935.3011.4","1kmN3011E3935",4000,1000000,0,0,0
"4.0.39350000.30120000","3935.3012.4","1kmN3012E3935",4000,1000000,0,0,0
"4.0.39350000.30130000","3935.3013.4","1kmN3013E3935",4000,1000000,0,0,0
"4.0.39350000.30140000","3935.3014.4","1kmN3014E3935",4000,1000000,2,1,1
"4.0.39350000.30150000","3935.3015.4","1kmN3015E3935",4000,1000000,0,0,0
"4.0.39350000.30160000","3935.3016.4","1kmN3016E3935",4000,1000000,0,0,0
"4.0.39350000.30170000","3935.3017.4","1kmN3017E3935",4000,1000000,0,0,0
"4.0.39350000.30180000","3935.3018.4","1kmN3018E3935",4000,1000000,15,5,10
"4.0.39350000.30190000","3935.3019.4","1kmN3019E3935",4000,1000000,78,31,47
"4.0.39350000.30200000","3935.3020.4","1kmN3020E3935",4000,1000000,74,41,33
"4.0.39350000.30210000","3935.3021.4","1kmN3021E3935",4000,1000000,0,0,0
"4.0.39350000.30220000","3935.3022.4","1kmN3022E3935",4000,1000000,0,0,0
"4.0.39350000.30230000","3935.3023.4","1kmN3023E3935",4000,1000000,121,58,63
"4.0.39350000.30240000","3935.3024.4","1kmN3024E3935",4000,1000000,5,2,3
"4.0.39350000.30250000","3935.3025.4","1kmN3025E3935",4000,1000000,4,2,2
"4.0.39350000.30260000","3935.3026.4","1kmN3026E3935",4000,1000000,0,0,0
"4.0.39350000.30270000","3935.3027.4","1kmN3027E3935",4000,1000000,0,0,0
"4.0.39350000.30280000","3935.3028.4","1kmN3028E3935",4000,1000000,0,0,0
"4.0.39350000.30290000","3935.3029.4","1kmN3029E3935",4000,1000000,101,52,49
"4.0.39350000.30300000","3935.3030.4","1kmN3030E3935",4000,1000000,16,9,7
"4.0.39350000.30310000","3935.3031.4","1kmN3031E3935",4000,1000000,2,0,2
"4.0.39350000.30320000","3935.3032.4","1kmN3032E3935",4000,1000000,83,37,46
"4.0.39350000.30330000","3935.3033.4","1kmN3033E3935",4000,1000000,207,116,91
"4.0.39350000.30340000","3935.3034.4","1kmN3034E3935",4000,1000000,0,0,0
"4.0.39350000.30350000","3935.3035.4","1kmN3035E3935",4000,1000000,5,1,4
"4.0.39350000.30360000","3935.3036.4","1kmN3036E3935",4000,1000000,0,0,0
"4.0.39350000.30370000","3935.3037.4","1kmN3037E3935",4000,1000000,0,0,0
"4.0.39350000.30380000","3935.3038.4","1kmN3038E3935",4000,1000000,212,112,100
"4.0.39350000.30390000","3935.3039.4","1kmN3039E3935",4000,1000000,0,0,0
"4.0.39350000.30400000","3935.3040.4","1kmN3040E3935",4000,1000000,175,90,85
"4.0.39350000.30410000","3935.3041.4","1kmN3041E3935",4000,1000000,597,316,281
"4.0.39350000.30420000","3935.3042.4","1kmN3042E3935",4000,1000000,0,0,0
"4.0.39350000.30430000","3935.3043.4","1kmN3043E3935",4000,1000000,331,173,158
"4.0.39350000.30440000","3935.3044.4","1kmN3044E3935",4000,1000000,832,410,422
"4.0.39350000.30450000","3935.3045.4","1kmN3045E3935",4000,1000000,22,12,10
"4.0.39350000.30460000","3935.3046.4","1kmN3046E3935",4000,1000000,25,10,15
"4.0.39350000.30470000","3935.3047.4","1kmN3047E3935",4000,1000000,271,137,134
"4.0.39350000.30480000","3935.3048.4","1kmN3048E3935",4000,1000000,1033,531,502
"4.0.39350000.30490000","3935.3049.4","1kmN3049E3935",4000,1000000,1063,562,501
"4.0.39350000.30500000","3935.3050.4","1kmN3050E3935",4000,1000000,179,82,97
"4.0.39350000.30510000","3935.3051.4","1kmN3051E3935",4000,1000000,6,3,3
"4.0.39350000.30520000","3935.3052.4","1kmN3052E3935",4000,1000000,1318,681,637
"4.0.39350000.30530000","3935.3053.4","1kmN3053E3935",4000,1000000,669,353,316
"4.0.39350000.30540000","3935.3054.4","1kmN3054E3935",4000,1000000,126,61,65
"4.0.39350000.30550000","3935.3055.4","1kmN3055E3935",4000,1000000,391,215,176
"4.0.39350000.30560000","3935.3056.4","1kmN3056E3935",4000,1000000,309,165,144
"4.0.39350000.30570000","3935.3057.4","1kmN3057E3935",4000,1000000,23,10,13
"4.0.39350000.30580000","3935.3058.4","1kmN3058E3935",4000,1000000,198,97,101
"4.0.39350000.30590000","3935.3059.4","1kmN3059E3935",4000,1000000,152,81,71
"4.0.39350000.30600000","3935.3060.4","1kmN3060E3935",4000,1000000,194,99,95
"4.0.39350000.30610000","3935.3061.4","1kmN3061E3935",4000,1000000,33,16,17
"4.0.39350000.30620000","3935.3062.4","1kmN3062E3935",4000,1000000,530,263,267
"4.0.39350000.30630000","3935.3063.4","1kmN3063E3935",4000,1000000,407,210,197
"4.0.39350000.30640000","3935.3064.4","1kmN3064E3935",4000,1000000,742,375,367
"4.0.39350000.30650000","3935.3065.4","1kmN3065E3935",4000,1000000,334,172,162
"4.0.39350000.30660000","3935.3066.4","1kmN3066E3935",4000,1000000,301,146,155
"4.0.39350000.30670000","3935.3067.4","1kmN3067E3935",4000,1000000,17,7,10
"4.0.39350000.30680000","3935.3068.4","1kmN3068E3935",4000,1000000,5,3,2
"4.0.39350000.30690000","3935.3069.4","1kmN3069E3935",4000,1000000,548,272,276
"4.0.39350000.30700000","3935.3070.4","1kmN3070E3935",4000,1000000,499,253,246
"4.0.39350000.30710000","3935.3071.4","1kmN3071E3935",4000,1000000,104,50,54
"4.0.39350000.30720000","3935.3072.4","1kmN3072E3935",4000,1000000,401,199,202
"4.0.39350000.30730000","3935.3073.4","1kmN3073E3935",4000,1000000,289,157,132
"4.0.39350000.30740000","3935.3074.4","1kmN3074E3935",4000,1000000,966,493,473
"4.0.39350000.30750000","3935.3075.4","1kmN3075E3935",4000,1000000,114,64,50
"4.0.39350000.30760000","3935.3076.4","1kmN3076E3935",4000,1000000,357,178,179
"4.0.39350000.30770000","3935.3077.4","1kmN3077E3935",4000,1000000,397,200,197
"4.0.39350000.30780000","3935.3078.4","1kmN3078E3935",4000,1000000,571,274,297
"4.0.39350000.30790000","3935.3079.4","1kmN3079E3935",4000,1000000,456,220,236
"4.0.39350000.30800000","3935.3080.4","1kmN3080E3935",4000,1000000,2048,1050,998
"4.0.39350000.30810000","3935.3081.4","1kmN3081E3935",4000,1000000,1815,964,851
"4.0.39350000.30820000","3935.3082.4","1kmN3082E3935",4000,1000000,889,456,433
"4.0.39350000.30830000","3935.3083.4","1kmN3083E3935",4000,1000000,874,448,426
"4.0.39350000.30840000","3935.3084.4","1kmN3084E3935",4000,1000000,25,14,11
"4.0.39350000.30850000","3935.3085.4","1kmN3085E3935",4000,1000000,210,114,96
"4.0.39350000.30860000","3935.3086.4","1kmN3086E3935",4000,1000000,987,498,489
"4.0.39350000.30870000","3935.3087.4","1kmN3087E3935",4000,1000000,1082,553,529
"4.0.39350000.30880000","3935.3088.4","1kmN3088E3935",4000,1000000,1428,761,667
"4.0.39350000.30890000","3935.3089.4","1kmN3089E3935",4000,1000000,124,53,71
"4.0.39350000.30900000","3935.3090.4","1kmN3090E3935",4000,1000000,11,7,4
"4.0.39350000.30910000","3935.3091.4","1kmN3091E3935",4000,1000000,0,0,0
"4.0.39350000.30920000","3935.3092.4","1kmN3092E3935",4000,1000000,292,141,151
"4.0.39350000.30930000","3935.3093.4","1kmN3093E3935",4000,1000000,583,290,293
"4.0.39350000.30940000","3935.3094.4","1kmN3094E3935",4000,1000000,812,404,408
"4.0.39350000.30950000","3935.3095.4","1kmN3095E3935",4000,1000000,82,37,45
"4.0.39350000.30960000","3935.3096.4","1kmN3096E3935",4000,1000000,5,2,3
"4.0.39350000.30970000","3935.3097.4","1kmN3097E3935",4000,1000000,1743,882,861
"4.0.39350000.30980000","3935.3098.4","1kmN3098E3935",4000,1000000,901,462,439
"4.0.39350000.30990000","3935.3099.4","1kmN3099E3935",4000,1000000,421,204,217
"4.0.39350000.31000000","3935.3100.4","1kmN3100E3935",4000,1000000,429,217,212
"4.0.39350000.31010000","3935.3101.4","1kmN3101E3935",4000,1000000,43,14,29
"4.0.39350000.31020000","3935.3102.4","1kmN3102E3935",4000,1000000,1165,556,609
"4.0.39350000.31030000","3935.3103.4","1kmN3103E3935",4000,1000000,1777,918,859
"4.0.39350000.31040000","3935.3104.4","1kmN3104E3935",4000,1000000,1522,780,742
"4.0.39350000.31050000","3935.3105.4","1kmN3105E3935",4000,1000000,766,387,379
"4.0.39350000.31060000","3935.3106.4","1kmN3106E3935",4000,1000000,241,125,116
"4.0.39350000.31070000","3935.3107.4","1kmN3107E3935",4000,1000000,91,42,49
"4.0.39350000.31080000","3935.3108.4","1kmN3108E3935",4000,1000000,493,244,249
"4.0.39350000.31090000","3935.3109.4","1kmN3109E3935",4000,1000000,1581,823,758
"4.0.39350000.31100000","3935.3110.4","1kmN3110E3935",4000,1000000,963,486,477
"4.0.39350000.31110000","3935.3111.4","1kmN3111E3935",4000,1000000,195,98,97
"4.0.39350000.31120000","3935.3112.4","1kmN3112E3935",4000,1000000,1010,506,504
"4.0.39350000.31130000","3935.3113.4","1kmN3113E3935",4000,1000000,606,315,291
"4.0.39350000.31140000","3935.3114.4","1kmN3114E3935",4000,1000000,1681,840,841
"4.0.39350000.31150000","3935.3115.4","1kmN3115E3935",4000,1000000,1843,934,909
"4.0.39350000.31160000","3935.3116.4","1kmN3116E3935",4000,1000000,3479,1757,1722
"4.0.39350000.31170000","3935.3117.4","1kmN3117E3935",4000,1000000,2641,1345,1296
"4.0.39350000.31180000","3935.3118.4","1kmN3118E3935",4000,1000000,1441,731,710
"4.0.39350000.31190000","3935.3119.4","1kmN3119E3935",4000,1000000,315,149,166
"4.0.39350000.31200000","3935.3120.4","1kmN3120E3935",4000,1000000,582,292,290
"4.0.39350000.31210000","3935.3121.4","1kmN3121E3935",4000,1000000,801,388,413
"4.0.39350000.31220000","3935.3122.4","1kmN3122E3935",4000,1000000,180,104,76
"4.0.39350000.31230000","3935.3123.4","1kmN3123E3935",4000,1000000,1941,1010,931
"4.0.39350000.31240000","3935.3124.4","1kmN3124E3935",4000,1000000,1162,598,564
"4.0.39350000.31250000","3935.3125.4","1kmN3125E3935",4000,1000000,247,125,122
"4.0.39350000.31260000","3935.3126.4","1kmN3126E3935",4000,1000000,1236,615,621
"4.0.39350000.31270000","3935.3127.4","1kmN3127E3935",4000,1000000,3466,1736,1730
"4.0.39350000.31280000","3935.3128.4","1kmN3128E3935",4000,1000000,916,460,456
"4.0.39350000.31290000","3935.3129.4","1kmN3129E3935",4000,1000000,1400,695,705
"4.0.39350000.31300000","3935.3130.4","1kmN3130E3935",4000,1000000,1805,946,859
"4.0.39350000.31310000","3935.3131.4","1kmN3131E3935",4000,1000000,2145,1143,1002
"4.0.39350000.31320000","3935.3132.4","1kmN3132E3935",4000,1000000,1318,642,676
"4.0.39350000.31330000","3935.3133.4","1kmN3133E3935",4000,1000000,194,101,93
"4.0.39350000.31340000","3935.3134.4","1kmN3134E3935",4000,1000000,829,443,386
"4.0.39350000.31350000","3935.3135.4","1kmN3135E3935",4000,1000000,6566,3367,3199
"4.0.39350000.31360000","3935.3136.4","1kmN3136E3935",4000,1000000,3533,1873,1660
"4.0.39350000.31370000","3935.3137.4","1kmN3137E3935",4000,1000000,3292,1706,1586
"4.0.39350000.31380000","3935.3138.4","1kmN3138E3935",4000,1000000,11056,5765,5291
"4.0.39350000.31390000","3935.3139.4","1kmN3139E3935",4000,1000000,2122,1129,993
"4.0.39350000.31400000","3935.3140.4","1kmN3140E3935",4000,1000000,2570,1322,1248
"4.0.39350000.31410000","3935.3141.4","1kmN3141E3935",4000,1000000,719,371,348
"4.0.39350000.31420000","3935.3142.4","1kmN3142E3935",4000,1000000,683,338,345
"4.0.39350000.31430000","3935.3143.4","1kmN3143E3935",4000,1000000,482,232,250
"4.0.39350000.31440000","3935.3144.4","1kmN3144E3935",4000,1000000,441,242,199
"4.0.39350000.31450000","3935.3145.4","1kmN3145E3935",4000,1000000,621,320,301
"4.0.39350000.31460000","3935.3146.4","1kmN3146E3935",4000,1000000,1157,627,530
"4.0.39350000.31470000","3935.3147.4","1kmN3147E3935",4000,1000000,1108,557,551
"4.0.39350000.31480000","3935.3148.4","1kmN3148E3935",4000,1000000,394,223,171
"4.0.39350000.31490000","3935.3149.4","1kmN3149E3935",4000,1000000,14,6,8
"4.0.39350000.31500000","3935.3150.4","1kmN3150E3935",4000,1000000,35,20,15
"4.0.39350000.31510000","3935.3151.4","1kmN3151E3935",4000,1000000,84,44,40
"4.0.39350000.31520000","3935.3152.4","1kmN3152E3935",4000,1000000,544,264,280
"4.0.39350000.31530000","3935.3153.4","1kmN3153E3935",4000,1000000,1380,718,662
"4.0.39350000.31540000","3935.3154.4","1kmN3154E3935",4000,1000000,1116,608,508
"4.0.39350000.31550000","3935.3155.4","1kmN3155E3935",4000,1000000,698,359,339
"4.0.39350000.31560000","3935.3156.4","1kmN3156E3935",4000,1000000,507,247,260
"4.0.39350000.31570000","3935.3157.4","1kmN3157E3935",4000,1000000,347,175,172
"4.0.39350000.31580000","3935.3158.4","1kmN3158E3935",4000,1000000,67,27,40
"4.0.39350000.31590000","3935.3159.4","1kmN3159E3935",4000,1000000,0,0,0
"4.0.39350000.31600000","3935.3160.4","1kmN3160E3935",4000,1000000,685,333,352
"4.0.39350000.31610000","3935.3161.4","1kmN3161E3935",4000,1000000,627,308,319
"4.0.39350000.31620000","3935.3162.4","1kmN3162E3935",4000,1000000,176,93,83
"4.0.39350000.31630000","3935.3163.4","1kmN3163E3935",4000,1000000,1784,859,925
"4.0.39350000.31640000","3935.3164.4","1kmN3164E3935",4000,1000000,1805,935,870
"4.0.39350000.31650000","3935.3165.4","1kmN3165E3935",4000,1000000,251,133,118
"4.0.39350000.31660000","3935.3166.4","1kmN3166E3935","2129,44774652","81125,5322216",0,0,0
"4.0.39360000.29990000","3936.2999.4","1kmN2999E3936","2598,01391636","295372,899926",0,0,0
"4.0.39360000.30000000","3936.3000.4","1kmN3000E3936",4000,1000000,0,0,0
"4.0.39360000.30010000","3936.3001.4","1kmN3001E3936",4000,1000000,0,0,0
"4.0.39360000.30020000","3936.3002.4","1kmN3002E3936",4000,1000000,0,0,0
"4.0.39360000.30030000","3936.3003.4","1kmN3003E3936",4000,1000000,29,14,15
"4.0.39360000.30040000","3936.3004.4","1kmN3004E3936",4000,1000000,155,77,78
"4.0.39360000.30050000","3936.3005.4","1kmN3005E3936",4000,1000000,0,0,0
"4.0.39360000.30060000","3936.3006.4","1kmN3006E3936",4000,1000000,0,0,0
"4.0.39360000.30070000","3936.3007.4","1kmN3007E3936",4000,1000000,0,0,0
"4.0.39360000.30080000","3936.3008.4","1kmN3008E3936",4000,1000000,0,0,0
"4.0.39360000.30090000","3936.3009.4","1kmN3009E3936",4000,1000000,0,0,0
"4.0.39360000.30100000","3936.3010.4","1kmN3010E3936",4000,1000000,6,3,3
"4.0.39360000.30110000","3936.3011.4","1kmN3011E3936",4000,1000000,0,0,0
"4.0.39360000.30120000","3936.3012.4","1kmN3012E3936",4000,1000000,0,0,0
"4.0.39360000.30130000","3936.3013.4","1kmN3013E3936",4000,1000000,0,0,0
"4.0.39360000.30140000","3936.3014.4","1kmN3014E3936",4000,1000000,163,82,81
"4.0.39360000.30150000","3936.3015.4","1kmN3015E3936",4000,1000000,135,72,63
"4.0.39360000.30160000","3936.3016.4","1kmN3016E3936",4000,1000000,0,0,0
"4.0.39360000.30170000","3936.3017.4","1kmN3017E3936",4000,1000000,0,0,0
"4.0.39360000.30180000","3936.3018.4","1kmN3018E3936",4000,1000000,8,3,5
"4.0.39360000.30190000","3936.3019.4","1kmN3019E3936",4000,1000000,194,96,98
"4.0.39360000.30200000","3936.3020.4","1kmN3020E3936",4000,1000000,179,92,87
"4.0.39360000.30210000","3936.3021.4","1kmN3021E3936",4000,1000000,20,9,11
"4.0.39360000.30220000","3936.3022.4","1kmN3022E3936",4000,1000000,444,224,220
"4.0.39360000.30230000","3936.3023.4","1kmN3023E3936",4000,1000000,128,68,60
"4.0.39360000.30240000","3936.3024.4","1kmN3024E3936",4000,1000000,39,18,21
"4.0.39360000.30250000","3936.3025.4","1kmN3025E3936",4000,1000000,2,1,1
"4.0.39360000.30260000","3936.3026.4","1kmN3026E3936",4000,1000000,0,0,0
