"GRD_FIXID","GRD_FLOAID","GRD_NEWID","SHAPE_Leng","SHAPE_Area","TOT_P","TOT_F","TOT_M"
"4.0.39320000.31190000","3932.3119.4","1kmN3119E3932",4000,1000000,63,29,34
"4.0.39320000.31200000","3932.3120.4","1kmN3120E3932",4000,1000000,656,327,329
"4.0.39320000.31210000","3932.3121.4","1kmN3121E3932",4000,1000000,627,311,316
"4.0.39320000.31220000","3932.3122.4","1kmN3122E3932",4000,1000000,495,237,258
"4.0.39320000.31230000","3932.3123.4","1kmN3123E3932",4000,1000000,454,221,233
"4.0.39320000.31240000","3932.3124.4","1kmN3124E3932",4000,1000000,422,204,218
"4.0.39320000.31250000","3932.3125.4","1kmN3125E3932",4000,1000000,684,332,352
"4.0.39320000.31260000","3932.3126.4","1kmN3126E3932",4000,1000000,858,425,433
"4.0.39320000.31270000","3932.3127.4","1kmN3127E3932",4000,1000000,1815,899,916
"4.0.39320000.31280000","3932.3128.4","1kmN3128E3932",4000,1000000,4606,2378,2228
"4.0.39320000.31290000","3932.3129.4","1kmN3129E3932",4000,1000000,926,490,436
"4.0.39320000.31300000","3932.3130.4","1kmN3130E3932",4000,1000000,3203,1625,1578
"4.0.39320000.31310000","3932.3131.4","1kmN3131E3932",4000,1000000,2452,1332,1120
"4.0.39320000.31320000","3932.3132.4","1kmN3132E3932",4000,1000000,5348,2812,2536
"4.0.39320000.31330000","3932.3133.4","1kmN3133E3932",4000,1000000,6541,3590,2951
"4.0.39320000.31340000","3932.3134.4","1kmN3134E3932",4000,1000000,5704,3080,2624
"4.0.39320000.31350000","3932.3135.4","1kmN3135E3932",4000,1000000,6272,3277,2995
"4.0.39320000.31360000","3932.3136.4","1kmN3136E3932",4000,1000000,8266,4032,4234
"4.0.39320000.31370000","3932.3137.4","1kmN3137E3932",4000,1000000,19480,9587,9893
"4.0.39320000.31380000","3932.3138.4","1kmN3138E3932",4000,1000000,19673,9316,10357
"4.0.39320000.31390000","3932.3139.4","1kmN3139E3932",4000,1000000,3201,1492,1709
"4.0.39320000.31400000","3932.3140.4","1kmN3140E3932",4000,1000000,4934,2498,2436
"4.0.39320000.31410000","3932.3141.4","1kmN3141E3932",4000,1000000,8179,4258,3921
"4.0.39320000.31420000","3932.3142.4","1kmN3142E3932",4000,1000000,3387,1753,1634
"4.0.39320000.31430000","3932.3143.4","1kmN3143E3932",4000,1000000,0,0,0
"4.0.39320000.31440000","3932.3144.4","1kmN3144E3932",4000,1000000,3425,1788,1637
"4.0.39320000.31450000","3932.3145.4","1kmN3145E3932",4000,1000000,2906,1464,1442
"4.0.39320000.31460000","3932.3146.4","1kmN3146E3932",4000,1000000,652,301,351
"4.0.39320000.31470000","3932.3147.4","1kmN3147E3932",4000,1000000,2804,1404,1400
"4.0.39320000.31480000","3932.3148.4","1kmN3148E3932",4000,1000000,3535,1852,1683
"4.0.39320000.31490000","3932.3149.4","1kmN3149E3932",4000,1000000,636,318,318
"4.0.39320000.31500000","3932.3150.4","1kmN3150E3932",4000,1000000,436,223,213
"4.0.39320000.31510000","3932.3151.4","1kmN3151E3932",4000,1000000,3,2,1
"4.0.39320000.31520000","3932.3152.4","1kmN3152E3932",4000,1000000,204,99,105
"4.0.39320000.31530000","3932.3153.4","1kmN3153E3932",4000,1000000,337,168,169
"4.0.39320000.31540000","3932.3154.4","1kmN3154E3932","3740,84467773","603655,914864",5,3,2
"4.0.39320000.31550000","3932.3155.4","1kmN3155E3932","2603,60326476","155913,407034",0,0,0
"4.0.39320000.31560000","3932.3156.4","1kmN3156E3932","3557,84952655","694554,060203",0,0,0
"4.0.39320000.31570000","3932.3157.4","1kmN3157E3932",4000,1000000,0,0,0
"4.0.39320000.31580000","3932.3158.4","1kmN3158E3932",4000,1000000,0,0,0
"4.0.39320000.31590000","3932.3159.4","1kmN3159E3932",4000,1000000,0,0,0
"4.0.39320000.31600000","3932.3160.4","1kmN3160E3932",4000,1000000,41,15,26
"4.0.39320000.31610000","3932.3161.4","1kmN3161E3932",4000,1000000,22,11,11
"4.0.39320000.31620000","3932.3162.4","1kmN3162E3932",4000,1000000,66,33,33
"4.0.39320000.31630000","3932.3163.4","1kmN3163E3932",4000,1000000,229,113,116
"4.0.39320000.31640000","3932.3164.4","1kmN3164E3932","3752,57082231","888679,632144",21,11,10
"4.0.39320000.31650000","3932.3165.4","1kmN3165E3932","735,367274272","18587,2766436",0,0,0
"4.0.39330000.29990000","3933.2999.4","1kmN2999E3933","2807,49641696","385138,470332",0,0,0
"4.0.39330000.30000000","3933.3000.4","1kmN3000E3933",4000,1000000,0,0,0
"4.0.39330000.30010000","3933.3001.4","1kmN3001E3933",4000,1000000,0,0,0
"4.0.39330000.30020000","3933.3002.4","1kmN3002E3933",4000,1000000,0,0,0
"4.0.39330000.30030000","3933.3003.4","1kmN3003E3933",4000,1000000,13,6,7
"4.0.39330000.30040000","3933.3004.4","1kmN3004E3933",4000,1000000,0,0,0
"4.0.39330000.30050000","3933.3005.4","1kmN3005E3933",4000,1000000,0,0,0
"4.0.39330000.30060000","3933.3006.4","1kmN3006E3933",4000,1000000,0,0,0
"4.0.39330000.30070000","3933.3007.4","1kmN3007E3933",4000,1000000,0,0,0
"4.0.39330000.30080000","3933.3008.4","1kmN3008E3933",4000,1000000,0,0,0
"4.0.39330000.30090000","3933.3009.4","1kmN3009E3933",4000,1000000,2,1,1
"4.0.39330000.30100000","3933.3010.4","1kmN3010E3933",4000,1000000,0,0,0
"4.0.39330000.30110000","3933.3011.4","1kmN3011E3933",4000,1000000,50,21,29
"4.0.39330000.30120000","3933.3012.4","1kmN3012E3933",4000,1000000,23,10,13
"4.0.39330000.30130000","3933.3013.4","1kmN3013E3933",4000,1000000,29,14,15
"4.0.39330000.30140000","3933.3014.4","1kmN3014E3933",4000,1000000,0,0,0
"4.0.39330000.30150000","3933.3015.4","1kmN3015E3933",4000,1000000,0,0,0
"4.0.39330000.30160000","3933.3016.4","1kmN3016E3933",4000,1000000,3,1,2
"4.0.39330000.30170000","3933.3017.4","1kmN3017E3933",4000,1000000,16,6,10
"4.0.39330000.30180000","3933.3018.4","1kmN3018E3933",4000,1000000,47,13,34
"4.0.39330000.30190000","3933.3019.4","1kmN3019E3933",4000,1000000,0,0,0
"4.0.39330000.30200000","3933.3020.4","1kmN3020E3933",4000,1000000,49,27,22
"4.0.39330000.30210000","3933.3021.4","1kmN3021E3933",4000,1000000,6,3,3
"4.0.39330000.30220000","3933.3022.4","1kmN3022E3933",4000,1000000,0,0,0
"4.0.39330000.30230000","3933.3023.4","1kmN3023E3933",4000,1000000,22,10,12
"4.0.39330000.30240000","3933.3024.4","1kmN3024E3933",4000,1000000,86,41,45
"4.0.39330000.30250000","3933.3025.4","1kmN3025E3933",4000,1000000,0,0,0
"4.0.39330000.30260000","3933.3026.4","1kmN3026E3933",4000,1000000,14,9,5
"4.0.39330000.30270000","3933.3027.4","1kmN3027E3933",4000,1000000,212,110,102
"4.0.39330000.30280000","3933.3028.4","1kmN3028E3933",4000,1000000,0,0,0
"4.0.39330000.30290000","3933.3029.4","1kmN3029E3933",4000,1000000,121,63,58
"4.0.39330000.30300000","3933.3030.4","1kmN3030E3933",4000,1000000,2,1,1
"4.0.39330000.30310000","3933.3031.4","1kmN3031E3933",4000,1000000,0,0,0
"4.0.39330000.30320000","3933.3032.4","1kmN3032E3933",4000,1000000,682,339,343
"4.0.39330000.30330000","3933.3033.4","1kmN3033E3933",4000,1000000,105,56,49
"4.0.39330000.30340000","3933.3034.4","1kmN3034E3933",4000,1000000,615,314,301
"4.0.39330000.30350000","3933.3035.4","1kmN3035E3933",4000,1000000,121,69,52
"4.0.39330000.30360000","3933.3036.4","1kmN3036E3933",4000,1000000,127,56,71
"4.0.39330000.30370000","3933.3037.4","1kmN3037E3933",4000,1000000,4,2,2
"4.0.39330000.30380000","3933.3038.4","1kmN3038E3933",4000,1000000,10,6,4
"4.0.39330000.30390000","3933.3039.4","1kmN3039E3933",4000,1000000,11,6,5
"4.0.39330000.30400000","3933.3040.4","1kmN3040E3933",4000,1000000,73,36,37
"4.0.39330000.30410000","3933.3041.4","1kmN3041E3933",4000,1000000,675,350,325
"4.0.39330000.30420000","3933.3042.4","1kmN3042E3933",4000,1000000,455,236,219
"4.0.39330000.30430000","3933.3043.4","1kmN3043E3933",4000,1000000,23,14,9
"4.0.39330000.30440000","3933.3044.4","1kmN3044E3933",4000,1000000,126,59,67
"4.0.39330000.30450000","3933.3045.4","1kmN3045E3933",4000,1000000,528,268,260
"4.0.39330000.30460000","3933.3046.4","1kmN3046E3933",4000,1000000,1110,621,489
"4.0.39330000.30470000","3933.3047.4","1kmN3047E3933",4000,1000000,1812,976,836
"4.0.39330000.30480000","3933.3048.4","1kmN3048E3933",4000,1000000,598,301,297
"4.0.39330000.30490000","3933.3049.4","1kmN3049E3933",4000,1000000,2921,1515,1406
"4.0.39330000.30500000","3933.3050.4","1kmN3050E3933",4000,1000000,1361,720,641
"4.0.39330000.30510000","3933.3051.4","1kmN3051E3933",4000,1000000,627,336,291
"4.0.39330000.30520000","3933.3052.4","1kmN3052E3933",4000,1000000,0,0,0
"4.0.39330000.30530000","3933.3053.4","1kmN3053E3933",4000,1000000,167,85,82
"4.0.39330000.30540000","3933.3054.4","1kmN3054E3933",4000,1000000,180,94,86
"4.0.39330000.30550000","3933.3055.4","1kmN3055E3933",4000,1000000,226,112,114
"4.0.39330000.30560000","3933.3056.4","1kmN3056E3933",4000,1000000,4,3,1
"4.0.39330000.30570000","3933.3057.4","1kmN3057E3933",4000,1000000,0,0,0
"4.0.39330000.30580000","3933.3058.4","1kmN3058E3933",4000,1000000,3,2,1
"4.0.39330000.30590000","3933.3059.4","1kmN3059E3933",4000,1000000,316,164,152
"4.0.39330000.30600000","3933.3060.4","1kmN3060E3933",4000,1000000,429,222,207
"4.0.39330000.30610000","3933.3061.4","1kmN3061E3933",4000,1000000,0,0,0
"4.0.39330000.30620000","3933.3062.4","1kmN3062E3933",4000,1000000,686,356,330
"4.0.39330000.30630000","3933.3063.4","1kmN3063E3933",4000,1000000,28,13,15
"4.0.39330000.30640000","3933.3064.4","1kmN3064E3933",4000,1000000,62,31,31
"4.0.39330000.30650000","3933.3065.4","1kmN3065E3933",4000,1000000,325,175,150
"4.0.39330000.30660000","3933.3066.4","1kmN3066E3933",4000,1000000,369,202,167
"4.0.39330000.30670000","3933.3067.4","1kmN3067E3933",4000,1000000,16,11,5
"4.0.39330000.30680000","3933.3068.4","1kmN3068E3933",4000,1000000,0,0,0
"4.0.39330000.30690000","3933.3069.4","1kmN3069E3933",4000,1000000,177,82,95
"4.0.39330000.30700000","3933.3070.4","1kmN3070E3933",4000,1000000,278,133,145
"4.0.39330000.30710000","3933.3071.4","1kmN3071E3933",4000,1000000,134,69,65
"4.0.39330000.30720000","3933.3072.4","1kmN3072E3933",4000,1000000,316,151,165
"4.0.39330000.30730000","3933.3073.4","1kmN3073E3933",4000,1000000,115,58,57
"4.0.39330000.30740000","3933.3074.4","1kmN3074E3933",4000,1000000,96,45,51
"4.0.39330000.30750000","3933.3075.4","1kmN3075E3933",4000,1000000,430,214,216
"4.0.39330000.30760000","3933.3076.4","1kmN3076E3933",4000,1000000,13,8,5
"4.0.39330000.30770000","3933.3077.4","1kmN3077E3933",4000,1000000,0,0,0
"4.0.39330000.30780000","3933.3078.4","1kmN3078E3933",4000,1000000,121,57,64
"4.0.39330000.30790000","3933.3079.4","1kmN3079E3933",4000,1000000,190,92,98
"4.0.39330000.30800000","3933.3080.4","1kmN3080E3933",4000,1000000,1544,824,720
"4.0.39330000.30810000","3933.3081.4","1kmN3081E3933",4000,1000000,894,475,419
"4.0.39330000.30820000","3933.3082.4","1kmN3082E3933",4000,1000000,2531,1318,1213
"4.0.39330000.30830000","3933.3083.4","1kmN3083E3933",4000,1000000,715,364,351
"4.0.39330000.30840000","3933.3084.4","1kmN3084E3933",4000,1000000,1341,723,618
"4.0.39330000.30850000","3933.3085.4","1kmN3085E3933",4000,1000000,825,411,414
"4.0.39330000.30860000","3933.3086.4","1kmN3086E3933",4000,1000000,640,317,323
"4.0.39330000.30870000","3933.3087.4","1kmN3087E3933",4000,1000000,938,492,446
"4.0.39330000.30880000","3933.3088.4","1kmN3088E3933",4000,1000000,1051,529,522
"4.0.39330000.30890000","3933.3089.4","1kmN3089E3933",4000,1000000,1226,613,613
"4.0.39330000.30900000","3933.3090.4","1kmN3090E3933",4000,1000000,568,301,267
"4.0.39330000.30910000","3933.3091.4","1kmN3091E3933",4000,1000000,0,0,0
"4.0.39330000.30920000","3933.3092.4","1kmN3092E3933",4000,1000000,453,221,232
"4.0.39330000.30930000","3933.3093.4","1kmN3093E3933",4000,1000000,1379,726,653
"4.0.39330000.30940000","3933.3094.4","1kmN3094E3933",4000,1000000,1228,633,595
"4.0.39330000.30950000","3933.3095.4","1kmN3095E3933",4000,1000000,2583,1309,1274
"4.0.39330000.30960000","3933.3096.4","1kmN3096E3933",4000,1000000,2420,1262,1158
"4.0.39330000.30970000","3933.3097.4","1kmN3097E3933",4000,1000000,1072,549,523
"4.0.39330000.30980000","3933.3098.4","1kmN3098E3933",4000,1000000,633,320,313
"4.0.39330000.30990000","3933.3099.4","1kmN3099E3933",4000,1000000,458,238,220
"4.0.39330000.31000000","3933.3100.4","1kmN3100E3933",4000,1000000,313,158,155
"4.0.39330000.31010000","3933.3101.4","1kmN3101E3933",4000,1000000,0,0,0
"4.0.39330000.31020000","3933.3102.4","1kmN3102E3933",4000,1000000,0,0,0
"4.0.39330000.31030000","3933.3103.4","1kmN3103E3933",4000,1000000,761,368,393
"4.0.39330000.31040000","3933.3104.4","1kmN3104E3933",4000,1000000,492,283,209
"4.0.39330000.31050000","3933.3105.4","1kmN3105E3933",4000,1000000,273,140,133
"4.0.39330000.31060000","3933.3106.4","1kmN3106E3933",4000,1000000,156,72,84
"4.0.39330000.31070000","3933.3107.4","1kmN3107E3933",4000,1000000,160,79,81
"4.0.39330000.31080000","3933.3108.4","1kmN3108E3933",4000,1000000,86,41,45
"4.0.39330000.31090000","3933.3109.4","1kmN3109E3933",4000,1000000,131,60,71
"4.0.39330000.31100000","3933.3110.4","1kmN3110E3933",4000,1000000,1604,841,763
"4.0.39330000.31110000","3933.3111.4","1kmN3111E3933",4000,1000000,416,222,194
"4.0.39330000.31120000","3933.3112.4","1kmN3112E3933",4000,1000000,238,116,122
"4.0.39330000.31130000","3933.3113.4","1kmN3113E3933",4000,1000000,1357,713,644
"4.0.39330000.31140000","3933.3114.4","1kmN3114E3933",4000,1000000,2864,1463,1401
"4.0.39330000.31150000","3933.3115.4","1kmN3115E3933",4000,1000000,7713,4034,3679
"4.0.39330000.31160000","3933.3116.4","1kmN3116E3933",4000,1000000,7898,4001,3897
"4.0.39330000.31170000","3933.3117.4","1kmN3117E3933",4000,1000000,4262,2167,2095
"4.0.39330000.31180000","3933.3118.4","1kmN3118E3933",4000,1000000,2988,1561,1427
"4.0.39330000.31190000","3933.3119.4","1kmN3119E3933",4000,1000000,640,340,300
"4.0.39330000.31200000","3933.3120.4","1kmN3120E3933",4000,1000000,669,347,322
"4.0.39330000.31210000","3933.3121.4","1kmN3121E3933",4000,1000000,328,172,156
"4.0.39330000.31220000","3933.3122.4","1kmN3122E3933",4000,1000000,347,174,173
"4.0.39330000.31230000","3933.3123.4","1kmN3123E3933",4000,1000000,370,188,182
"4.0.39330000.31240000","3933.3124.4","1kmN3124E3933",4000,1000000,330,171,159
"4.0.39330000.31250000","3933.3125.4","1kmN3125E3933",4000,1000000,598,291,307
"4.0.39330000.31260000","3933.3126.4","1kmN3126E3933",4000,1000000,412,203,209
"4.0.39330000.31270000","3933.3127.4","1kmN3127E3933",4000,1000000,594,299,295
"4.0.39330000.31280000","3933.3128.4","1kmN3128E3933",4000,1000000,2272,1172,1100
"4.0.39330000.31290000","3933.3129.4","1kmN3129E3933",4000,1000000,2971,1522,1449
"4.0.39330000.31300000","3933.3130.4","1kmN3130E3933",4000,1000000,3870,1995,1875
"4.0.39330000.31310000","3933.3131.4","1kmN3131E3933",4000,1000000,3319,1715,1604
"4.0.39330000.31320000","3933.3132.4","1kmN3132E3933",4000,1000000,4389,2318,2071
"4.0.39330000.31330000","3933.3133.4","1kmN3133E3933",4000,1000000,2726,1369,1357
"4.0.39330000.31340000","3933.3134.4","1kmN3134E3933",4000,1000000,2291,1129,1162
"4.0.39330000.31350000","3933.3135.4","1kmN3135E3933",4000,1000000,9187,4864,4323
"4.0.39330000.31360000","3933.3136.4","1kmN3136E3933",4000,1000000,9839,5124,4715
"4.0.39330000.31370000","3933.3137.4","1kmN3137E3933",4000,1000000,9612,4867,4745
"4.0.39330000.31380000","3933.3138.4","1kmN3138E3933",4000,1000000,5897,2826,3071
"4.0.39330000.31390000","3933.3139.4","1kmN3139E3933",4000,1000000,6421,3103,3318
"4.0.39330000.31400000","3933.3140.4","1kmN3140E3933",4000,1000000,8458,4307,4151
"4.0.39330000.31410000","3933.3141.4","1kmN3141E3933",4000,1000000,6871,3514,3357
"4.0.39330000.31420000","3933.3142.4","1kmN3142E3933",4000,1000000,4312,2236,2076
"4.0.39330000.31430000","3933.3143.4","1kmN3143E3933",4000,1000000,755,377,378
"4.0.39330000.31440000","3933.3144.4","1kmN3144E3933",4000,1000000,3156,1617,1539
"4.0.39330000.31450000","3933.3145.4","1kmN3145E3933",4000,1000000,3149,1598,1551
"4.0.39330000.31460000","3933.3146.4","1kmN3146E3933",4000,1000000,2317,1170,1147
"4.0.39330000.31470000","3933.3147.4","1kmN3147E3933",4000,1000000,2396,1225,1171
"4.0.39330000.31480000","3933.3148.4","1kmN3148E3933",4000,1000000,2511,1329,1182
"4.0.39330000.31490000","3933.3149.4","1kmN3149E3933",4000,1000000,2360,1218,1142
"4.0.39330000.31500000","3933.3150.4","1kmN3150E3933",4000,1000000,415,226,189
"4.0.39330000.31510000","3933.3151.4","1kmN3151E3933",4000,1000000,3,1,2
"4.0.39330000.31520000","3933.3152.4","1kmN3152E3933",4000,1000000,162,83,79
"4.0.39330000.31530000","3933.3153.4","1kmN3153E3933",4000,1000000,147,74,73
"4.0.39330000.31540000","3933.3154.4","1kmN3154E3933",4000,1000000,2,1,1
"4.0.39330000.31550000","3933.3155.4","1kmN3155E3933","4034,611623","997652,469775",0,0,0
"4.0.39330000.31560000","3933.3156.4","1kmN3156E3933",4000,1000000,2,1,1
"4.0.39330000.31570000","3933.3157.4","1kmN3157E3933",4000,1000000,0,0,0
"4.0.39330000.31580000","3933.3158.4","1kmN3158E3933",4000,1000000,0,0,0
"4.0.39330000.31590000","3933.3159.4","1kmN3159E3933",4000,1000000,0,0,0
"4.0.39330000.31600000","3933.3160.4","1kmN3160E3933",4000,1000000,12,8,4
"4.0.39330000.31610000","3933.3161.4","1kmN3161E3933",4000,1000000,231,105,126
"4.0.39330000.31620000","3933.3162.4","1kmN3162E3933",4000,1000000,7,1,6
"4.0.39330000.31630000","3933.3163.4","1kmN3163E3933",4000,1000000,339,168,171
"4.0.39330000.31640000","3933.3164.4","1kmN3164E3933",4000,1000000,54,24,30
"4.0.39330000.31650000","3933.3165.4","1kmN3165E3933","2791,29983699","349033,55",0,0,0
"4.0.39340000.29990000","3934.2999.4","1kmN2999E3934","2669,2436495","369431,806143",0,0,0
"4.0.39340000.30000000","3934.3000.4","1kmN3000E3934",4000,1000000,0,0,0
"4.0.39340000.30010000","3934.3001.4","1kmN3001E3934",4000,1000000,0,0,0
"4.0.39340000.30020000","3934.3002.4","1kmN3002E3934",4000,1000000,0,0,0
"4.0.39340000.30030000","3934.3003.4","1kmN3003E3934",4000,1000000,10,5,5
"4.0.39340000.30040000","3934.3004.4","1kmN3004E3934",4000,1000000,0,0,0
"4.0.39340000.30050000","3934.3005.4","1kmN3005E3934",4000,1000000,0,0,0
"4.0.39340000.30060000","3934.3006.4","1kmN3006E3934",4000,1000000,0,0,0
"4.0.39340000.30070000","3934.3007.4","1kmN3007E3934",4000,1000000,0,0,0
"4.0.39340000.30080000","3934.3008.4","1kmN3008E3934",4000,1000000,0,0,0
"4.0.39340000.30090000","3934.3009.4","1kmN3009E3934",4000,1000000,76,38,38
"4.0.39340000.30100000","3934.3010.4","1kmN3010E3934",4000,1000000,9,4,5
"4.0.39340000.30110000","3934.3011.4","1kmN3011E3934",4000,1000000,239,128,111
"4.0.39340000.30120000","3934.3012.4","1kmN3012E3934",4000,1000000,34,18,16
"4.0.39340000.30130000","3934.3013.4","1kmN3013E3934",4000,1000000,0,0,0
"4.0.39340000.30140000","3934.3014.4","1kmN3014E3934",4000,1000000,0,0,0
"4.0.39340000.30150000","3934.3015.4","1kmN3015E3934",4000,1000000,0,0,0
"4.0.39340000.30160000","3934.3016.4","1kmN3016E3934",4000,1000000,3,1,2
"4.0.39340000.30170000","3934.3017.4","1kmN3017E3934",4000,1000000,50,24,26
"4.0.39340000.30180000","3934.3018.4","1kmN3018E3934",4000,1000000,206,92,114
"4.0.39340000.30190000","3934.3019.4","1kmN3019E3934",4000,1000000,10,6,4
"4.0.39340000.30200000","3934.3020.4","1kmN3020E3934",4000,1000000,0,0,0
"4.0.39340000.30210000","3934.3021.4","1kmN3021E3934",4000,1000000,0,0,0
"4.0.39340000.30220000","3934.3022.4","1kmN3022E3934",4000,1000000,0,0,0
"4.0.39340000.30230000","3934.3023.4","1kmN3023E3934",4000,1000000,12,6,6
"4.0.39340000.30240000","3934.3024.4","1kmN3024E3934",4000,1000000,0,0,0
"4.0.39340000.30250000","3934.3025.4","1kmN3025E3934",4000,1000000,0,0,0
"4.0.39340000.30260000","3934.3026.4","1kmN3026E3934",4000,1000000,0,0,0
"4.0.39340000.30270000","3934.3027.4","1kmN3027E3934",4000,1000000,0,0,0
"4.0.39340000.30280000","3934.3028.4","1kmN3028E3934",4000,1000000,3,2,1
"4.0.39340000.30290000","3934.3029.4","1kmN3029E3934",4000,1000000,495,249,246
"4.0.39340000.30300000","3934.3030.4","1kmN3030E3934",4000,1000000,6,4,2
"4.0.39340000.30310000","3934.3031.4","1kmN3031E3934",4000,1000000,210,106,104
"4.0.39340000.30320000","3934.3032.4","1kmN3032E3934",4000,1000000,484,247,237
"4.0.39340000.30330000","3934.3033.4","1kmN3033E3934",4000,1000000,73,38,35
"4.0.39340000.30340000","3934.3034.4","1kmN3034E3934",4000,1000000,85,39,46
"4.0.39340000.30350000","3934.3035.4","1kmN3035E3934",4000,1000000,0,0,0
"4.0.39340000.30360000","3934.3036.4","1kmN3036E3934",4000,1000000,8,5,3
"4.0.39340000.30370000","3934.3037.4","1kmN3037E3934",4000,1000000,1,0,1
"4.0.39340000.30380000","3934.3038.4","1kmN3038E3934",4000,1000000,33,13,20
"4.0.39340000.30390000","3934.3039.4","1kmN3039E3934",4000,1000000,2,1,1
"4.0.39340000.30400000","3934.3040.4","1kmN3040E3934",4000,1000000,7,3,4
"4.0.39340000.30410000","3934.3041.4","1kmN3041E3934",4000,1000000,344,188,156
"4.0.39340000.30420000","3934.3042.4","1kmN3042E3934",4000,1000000,11,4,7
"4.0.39340000.30430000","3934.3043.4","1kmN3043E3934",4000,1000000,12,7,5
"4.0.39340000.30440000","3934.3044.4","1kmN3044E3934",4000,1000000,731,351,380
"4.0.39340000.30450000","3934.3045.4","1kmN3045E3934",4000,1000000,219,113,106
"4.0.39340000.30460000","3934.3046.4","1kmN3046E3934",4000,1000000,50,28,22
"4.0.39340000.30470000","3934.3047.4","1kmN3047E3934",4000,1000000,651,344,307
"4.0.39340000.30480000","3934.3048.4","1kmN3048E3934",4000,1000000,382,208,174
"4.0.39340000.30490000","3934.3049.4","1kmN3049E3934",4000,1000000,1985,1029,956
"4.0.39340000.30500000","3934.3050.4","1kmN3050E3934",4000,1000000,617,323,294
"4.0.39340000.30510000","3934.3051.4","1kmN3051E3934",4000,1000000,79,39,40
"4.0.39340000.30520000","3934.3052.4","1kmN3052E3934",4000,1000000,1059,526,533
"4.0.39340000.30530000","3934.3053.4","1kmN3053E3934",4000,1000000,291,153,138
"4.0.39340000.30540000","3934.3054.4","1kmN3054E3934",4000,1000000,581,311,270
"4.0.39340000.30550000","3934.3055.4","1kmN3055E3934",4000,1000000,4225,2273,1952
"4.0.39340000.30560000","3934.3056.4","1kmN3056E3934",4000,1000000,286,138,148
"4.0.39340000.30570000","3934.3057.4","1kmN3057E3934",4000,1000000,143,71,72
"4.0.39340000.30580000","3934.3058.4","1kmN3058E3934",4000,1000000,559,290,269
"4.0.39340000.30590000","3934.3059.4","1kmN3059E3934",4000,1000000,482,245,237
"4.0.39340000.30600000","3934.3060.4","1kmN3060E3934",4000,1000000,0,0,0
"4.0.39340000.30610000","3934.3061.4","1kmN3061E3934",4000,1000000,21,10,11
"4.0.39340000.30620000","3934.3062.4","1kmN3062E3934",4000,1000000,769,390,379
"4.0.39340000.30630000","3934.3063.4","1kmN3063E3934",4000,1000000,318,170,148
"4.0.39340000.30640000","3934.3064.4","1kmN3064E3934",4000,1000000,269,133,136
"4.0.39340000.30650000","3934.3065.4","1kmN3065E3934",4000,1000000,339,163,176
"4.0.39340000.30660000","3934.3066.4","1kmN3066E3934",4000,1000000,825,426,399
"4.0.39340000.30670000","3934.3067.4","1kmN3067E3934",4000,1000000,43,21,22
"4.0.39340000.30680000","3934.3068.4","1kmN3068E3934",4000,1000000,54,24,30
"4.0.39340000.30690000","3934.3069.4","1kmN3069E3934",4000,1000000,676,348,328
"4.0.39340000.30700000","3934.3070.4","1kmN3070E3934",4000,1000000,143,73,70
"4.0.39340000.30710000","3934.3071.4","1kmN3071E3934",4000,1000000,366,177,189
"4.0.39340000.30720000","3934.3072.4","1kmN3072E3934",4000,1000000,545,280,265
"4.0.39340000.30730000","3934.3073.4","1kmN3073E3934",4000,1000000,668,324,344
"4.0.39340000.30740000","3934.3074.4","1kmN3074E3934",4000,1000000,486,253,233
"4.0.39340000.30750000","3934.3075.4","1kmN3075E3934",4000,1000000,217,107,110
"4.0.39340000.30760000","3934.3076.4","1kmN3076E3934",4000,1000000,81,44,37
"4.0.39340000.30770000","3934.3077.4","1kmN3077E3934",4000,1000000,46,22,24
"4.0.39340000.30780000","3934.3078.4","1kmN3078E3934",4000,1000000,35,18,17
"4.0.39340000.30790000","3934.3079.4","1kmN3079E3934",4000,1000000,624,302,322
"4.0.39340000.30800000","3934.3080.4","1kmN3080E3934",4000,1000000,1485,767,718
"4.0.39340000.30810000","3934.3081.4","1kmN3081E3934",4000,1000000,1906,1044,862
"4.0.39340000.30820000","3934.3082.4","1kmN3082E3934",4000,1000000,1325,670,655
"4.0.39340000.30830000","3934.3083.4","1kmN3083E3934",4000,1000000,502,253,249
"4.0.39340000.30840000","3934.3084.4","1kmN3084E3934",4000,1000000,208,106,102
"4.0.39340000.30850000","3934.3085.4","1kmN3085E3934",4000,1000000,895,467,428
"4.0.39340000.30860000","3934.3086.4","1kmN3086E3934",4000,1000000,162,75,87
"4.0.39340000.30870000","3934.3087.4","1kmN3087E3934",4000,1000000,627,319,308
"4.0.39340000.30880000","3934.3088.4","1kmN3088E3934",4000,1000000,1356,699,657
"4.0.39340000.30890000","3934.3089.4","1kmN3089E3934",4000,1000000,1375,724,651
"4.0.39340000.30900000","3934.3090.4","1kmN3090E3934",4000,1000000,452,232,220
"4.0.39340000.30910000","3934.3091.4","1kmN3091E3934",4000,1000000,0,0,0
"4.0.39340000.30920000","3934.3092.4","1kmN3092E3934",4000,1000000,1083,554,529
"4.0.39340000.30930000","3934.3093.4","1kmN3093E3934",4000,1000000,4390,2329,2061
"4.0.39340000.30940000","3934.3094.4","1kmN3094E3934",4000,1000000,729,368,361
"4.0.39340000.30950000","3934.3095.4","1kmN3095E3934",4000,1000000,1059,571,488
